File ID,Table ID,Sequence Number,Line Number,Start Position,Total Number of Cells in Table,Total Number of Cells in Sequence,Table Title,Subject Area
ACSSF,B20005C,94,40,0,,0,"$30,000 to $34,999",
ACSSF,B20005C,94,41,0,,0,"$35,000 to $39,999",
ACSSF,B20005C,94,42,0,,0,"$40,000 to $44,999",
ACSSF,B20005C,94,43,0,,0,"$45,000 to $49,999",
ACSSF,B20005C,94,44,0,,0,"$50,000 to $54,999",
ACSSF,B20005C,94,45,0,,0,"$55,000 to $64,999",
ACSSF,B20005C,94,46,0,,0,"$65,000 to $74,999",
ACSSF,B20005C,94,47,0,,0,"$75,000 to $99,999",
ACSSF,B20005C,94,48,0,,0,"$100,000 or more",
ACSSF,B20005C,94,49,0,,0,Female:,
ACSSF,B20005C,94,50,0,,0,"Worked full-time, year-round in the past 12 months:",
ACSSF,B20005C,94,51,0,,0,No earnings,
ACSSF,B20005C,94,52,0,,0,With earnings:,
ACSSF,B20005C,94,53,0,,0,"$1 to $2,499 or loss",
ACSSF,B20005C,94,54,0,,0,"$2,500 to $4,999",
ACSSF,B20005C,94,55,0,,0,"$5,000 to $7,499",
ACSSF,B20005C,94,56,0,,0,"$7,500 to $9,999",
ACSSF,B20005C,94,57,0,,0,"$10,000 to $12,499",
ACSSF,B20005C,94,58,0,,0,"$12,500 to $14,999",
ACSSF,B20005C,94,59,0,,0,"$15,000 to $17,499",
ACSSF,B20005C,94,60,0,,0,"$17,500 to $19,999",
ACSSF,B20005C,94,61,0,,0,"$20,000 to $22,499",
ACSSF,B20005C,94,62,0,,0,"$22,500 to $24,999",
ACSSF,B20005C,94,63,0,,0,"$25,000 to $29,999",
ACSSF,B20005C,94,64,0,,0,"$30,000 to $34,999",
ACSSF,B20005C,94,65,0,,0,"$35,000 to $39,999",
ACSSF,B20005C,94,66,0,,0,"$40,000 to $44,999",
ACSSF,B20005C,94,67,0,,0,"$45,000 to $49,999",
ACSSF,B20005C,94,68,0,,0,"$50,000 to $54,999",
ACSSF,B20005C,94,69,0,,0,"$55,000 to $64,999",
ACSSF,B20005C,94,70,0,,0,"$65,000 to $74,999",
ACSSF,B20005C,94,71,0,,0,"$75,000 to $99,999",
ACSSF,B20005C,94,72,0,,0,"$100,000 or more",
ACSSF,B20005C,94,73,0,,0,Other:,
ACSSF,B20005C,94,74,0,,0,No earnings,
ACSSF,B20005C,94,75,0,,0,With earnings:,
ACSSF,B20005C,94,76,0,,0,"$1 to $2,499 or loss",
ACSSF,B20005C,94,77,0,,0,"$2,500 to $4,999",
ACSSF,B20005C,94,78,0,,0,"$5,000 to $7,499",
ACSSF,B20005C,94,79,0,,0,"$7,500 to $9,999",
ACSSF,B20005C,94,80,0,,0,"$10,000 to $12,499",
ACSSF,B20005C,94,81,0,,0,"$12,500 to $14,999",
ACSSF,B20005C,94,82,0,,0,"$15,000 to $17,499",
ACSSF,B20005C,94,83,0,,0,"$17,500 to $19,999",
ACSSF,B20005C,94,84,0,,0,"$20,000 to $22,499",
ACSSF,B20005C,94,85,0,,0,"$22,500 to $24,999",
ACSSF,B20005C,94,86,0,,0,"$25,000 to $29,999",
ACSSF,B20005C,94,87,0,,0,"$30,000 to $34,999",
ACSSF,B20005C,94,88,0,,0,"$35,000 to $39,999",
ACSSF,B20005C,94,89,0,,0,"$40,000 to $44,999",
ACSSF,B20005C,94,90,0,,0,"$45,000 to $49,999",
ACSSF,B20005C,94,91,0,,0,"$50,000 to $54,999",
ACSSF,B20005C,94,92,0,,0,"$55,000 to $64,999",
ACSSF,B20005C,94,93,0,,0,"$65,000 to $74,999",
ACSSF,B20005C,94,94,0,,0,"$75,000 to $99,999",
ACSSF,B20005C,94,95,0,,0,"$100,000 or more",
ACSSF,C20005B,94,0,102,39 CELLS,0,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Earnings
ACSSF,C20005B,94,0,0,,0,Universe:  Black or African American alone population 16 years and over,
ACSSF,C20005B,94,1,0,,0,Total:,
ACSSF,C20005B,94,2,0,,0,Male:,
ACSSF,C20005B,94,3,0,,0,"Worked full-time, year-round in the past 12 months:",
ACSSF,C20005B,94,4,0,,0,No earnings,
ACSSF,C20005B,94,5,0,,0,With earnings:,
ACSSF,C20005B,94,6,0,,0,"$1 to $9,999 or loss",
ACSSF,C20005B,94,7,0,,0,"$10,000 to $19,999",
ACSSF,C20005B,94,8,0,,0,"$20,000 to $29,999",
ACSSF,C20005B,94,9,0,,0,"$30,000 to $49,999",
ACSSF,C20005B,94,10,0,,0,"$50,000 to $74,999",
ACSSF,C20005B,94,11,0,,0,"$75,000 or more",
ACSSF,C20005B,94,12,0,,0,Other:,
ACSSF,C20005B,94,13,0,,0,No earnings,
ACSSF,C20005B,94,14,0,,0,With earnings:,
ACSSF,C20005B,94,15,0,,0,"$1 to $9,999 or loss",
ACSSF,C20005B,94,16,0,,0,"$10,000 to $19,999",
ACSSF,C20005B,94,17,0,,0,"$20,000 to $29,999",
ACSSF,C20005B,94,18,0,,0,"$30,000 to $49,999",
ACSSF,C20005B,94,19,0,,0,"$50,000 to $74,999",
ACSSF,C20005B,94,20,0,,0,"$75,000 or more",
ACSSF,C20005B,94,21,0,,0,Female:,
ACSSF,C20005B,94,22,0,,0,"Worked full-time, year-round in the past 12 months:",
ACSSF,C20005B,94,23,0,,0,No earnings,
ACSSF,C20005B,94,24,0,,0,With earnings:,
ACSSF,C20005B,94,25,0,,0,"$1 to $9,999 or loss",
ACSSF,C20005B,94,26,0,,0,"$10,000 to $19,999",
ACSSF,C20005B,94,27,0,,0,"$20,000 to $29,999",
ACSSF,C20005B,94,28,0,,0,"$30,000 to $49,999",
ACSSF,C20005B,94,29,0,,0,"$50,000 to $74,999",
ACSSF,C20005B,94,30,0,,0,"$75,000 or more",
ACSSF,C20005B,94,31,0,,0,Other:,
ACSSF,C20005B,94,32,0,,0,No earnings,
ACSSF,C20005B,94,33,0,,0,With earnings:,
ACSSF,C20005B,94,34,0,,0,"$1 to $9,999 or loss",
ACSSF,C20005B,94,35,0,,0,"$10,000 to $19,999",
ACSSF,C20005B,94,36,0,,0,"$20,000 to $29,999",
ACSSF,C20005B,94,37,0,,0,"$30,000 to $49,999",
ACSSF,C20005B,94,38,0,,0,"$50,000 to $74,999",
ACSSF,C20005B,94,39,0,,0,"$75,000 or more",
ACSSF,C20005C,94,0,141,39 CELLS,173,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Earnings
ACSSF,C20005C,94,0,0,,0,Universe:  American Indian and Alaska Native alone population 16 years and over,
ACSSF,C20005C,94,1,0,,0,Total:,
ACSSF,C20005C,94,2,0,,0,Male:,
ACSSF,C20005C,94,3,0,,0,"Worked full-time, year-round in the past 12 months:",
ACSSF,C20005C,94,4,0,,0,No earnings,
ACSSF,C20005C,94,5,0,,0,With earnings:,
ACSSF,C20005C,94,6,0,,0,"$1 to $9,999 or loss",
ACSSF,C20005C,94,7,0,,0,"$10,000 to $19,999",
ACSSF,C20005C,94,8,0,,0,"$20,000 to $29,999",
ACSSF,C20005C,94,9,0,,0,"$30,000 to $49,999",
ACSSF,C20005C,94,10,0,,0,"$50,000 to $74,999",
ACSSF,C20005C,94,11,0,,0,"$75,000 or more",
ACSSF,C20005C,94,12,0,,0,Other:,
ACSSF,C20005C,94,13,0,,0,No earnings,
ACSSF,C20005C,94,14,0,,0,With earnings:,
ACSSF,C20005C,94,15,0,,0,"$1 to $9,999 or loss",
ACSSF,C20005C,94,16,0,,0,"$10,000 to $19,999",
ACSSF,C20005C,94,17,0,,0,"$20,000 to $29,999",
ACSSF,C20005C,94,18,0,,0,"$30,000 to $49,999",
ACSSF,C20005C,94,19,0,,0,"$50,000 to $74,999",
ACSSF,C20005C,94,20,0,,0,"$75,000 or more",
ACSSF,C20005C,94,21,0,,0,Female:,
ACSSF,C20005C,94,22,0,,0,"Worked full-time, year-round in the past 12 months:",
ACSSF,C20005C,94,23,0,,0,No earnings,
ACSSF,C20005C,94,24,0,,0,With earnings:,
ACSSF,C20005C,94,25,0,,0,"$1 to $9,999 or loss",
ACSSF,C20005C,94,26,0,,0,"$10,000 to $19,999",
ACSSF,C20005C,94,27,0,,0,"$20,000 to $29,999",
ACSSF,C20005C,94,28,0,,0,"$30,000 to $49,999",
ACSSF,C20005C,94,29,0,,0,"$50,000 to $74,999",
ACSSF,C20005C,94,30,0,,0,"$75,000 or more",
ACSSF,C20005C,94,31,0,,0,Other:,
ACSSF,C20005C,94,32,0,,0,No earnings,
ACSSF,C20005C,94,33,0,,0,With earnings:,
ACSSF,C20005C,94,34,0,,0,"$1 to $9,999 or loss",
ACSSF,C20005C,94,35,0,,0,"$10,000 to $19,999",
ACSSF,C20005C,94,36,0,,0,"$20,000 to $29,999",
ACSSF,C20005C,94,37,0,,0,"$30,000 to $49,999",
ACSSF,C20005C,94,38,0,,0,"$50,000 to $74,999",
ACSSF,C20005C,94,39,0,,0,"$75,000 or more",
ACSSF,B20005D,95,0,7,95 CELLS,0,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (ASIAN ALONE),Earnings
ACSSF,B20005D,95,0,0,,0,Universe:  Asian alone population 16 years and over,
ACSSF,B20005D,95,1,0,,0,Total:,
ACSSF,B20005D,95,2,0,,0,Male:,
ACSSF,B20005D,95,3,0,,0,"Worked full-time, year-round in the past 12 months:",
ACSSF,B20005D,95,4,0,,0,No earnings,
ACSSF,B20005D,95,5,0,,0,With earnings:,
ACSSF,B20005D,95,6,0,,0,"$1 to $2,499 or loss",
ACSSF,B20005D,95,7,0,,0,"$2,500 to $4,999",
ACSSF,B20005D,95,8,0,,0,"$5,000 to $7,499",
ACSSF,B20005D,95,9,0,,0,"$7,500 to $9,999",
ACSSF,B20005D,95,10,0,,0,"$10,000 to $12,499",
ACSSF,B20005D,95,11,0,,0,"$12,500 to $14,999",
ACSSF,B20005D,95,12,0,,0,"$15,000 to $17,499",
ACSSF,B20005D,95,13,0,,0,"$17,500 to $19,999",
ACSSF,B20005D,95,14,0,,0,"$20,000 to $22,499",
ACSSF,B20005D,95,15,0,,0,"$22,500 to $24,999",
ACSSF,B20005D,95,16,0,,0,"$25,000 to $29,999",
ACSSF,B20005D,95,17,0,,0,"$30,000 to $34,999",
ACSSF,B20005D,95,18,0,,0,"$35,000 to $39,999",
ACSSF,B20005D,95,19,0,,0,"$40,000 to $44,999",
ACSSF,B20005D,95,20,0,,0,"$45,000 to $49,999",
ACSSF,B20005D,95,21,0,,0,"$50,000 to $54,999",
ACSSF,B20005D,95,22,0,,0,"$55,000 to $64,999",
ACSSF,B20005D,95,23,0,,0,"$65,000 to $74,999",
ACSSF,B20005D,95,24,0,,0,"$75,000 to $99,999",
ACSSF,B20005D,95,25,0,,0,"$100,000 or more",
ACSSF,B20005D,95,26,0,,0,Other:,
ACSSF,B20005D,95,27,0,,0,No earnings,
ACSSF,B20005D,95,28,0,,0,With earnings:,
ACSSF,B20005D,95,29,0,,0,"$1 to $2,499 or loss",
ACSSF,B20005D,95,30,0,,0,"$2,500 to $4,999",
ACSSF,B20005D,95,31,0,,0,"$5,000 to $7,499",
ACSSF,B20005D,95,32,0,,0,"$7,500 to $9,999",
ACSSF,B20005D,95,33,0,,0,"$10,000 to $12,499",
ACSSF,B20005D,95,34,0,,0,"$12,500 to $14,999",
ACSSF,B20005D,95,35,0,,0,"$15,000 to $17,499",
ACSSF,B20005D,95,36,0,,0,"$17,500 to $19,999",
ACSSF,B20005D,95,37,0,,0,"$20,000 to $22,499",
ACSSF,B20005D,95,38,0,,0,"$22,500 to $24,999",
ACSSF,B20005D,95,39,0,,0,"$25,000 to $29,999",
ACSSF,B20005D,95,40,0,,0,"$30,000 to $34,999",
ACSSF,B20005D,95,41,0,,0,"$35,000 to $39,999",
ACSSF,B20005D,95,42,0,,0,"$40,000 to $44,999",
ACSSF,B20005D,95,43,0,,0,"$45,000 to $49,999",
ACSSF,B20005D,95,44,0,,0,"$50,000 to $54,999",
ACSSF,B20005D,95,45,0,,0,"$55,000 to $64,999",
ACSSF,B20005D,95,46,0,,0,"$65,000 to $74,999",
ACSSF,B20005D,95,47,0,,0,"$75,000 to $99,999",
ACSSF,B20005D,95,48,0,,0,"$100,000 or more",
ACSSF,B20005D,95,49,0,,0,Female:,
ACSSF,B20005D,95,50,0,,0,"Worked full-time, year-round in the past 12 months:",
ACSSF,B20005D,95,51,0,,0,No earnings,
ACSSF,B20005D,95,52,0,,0,With earnings:,
ACSSF,B20005D,95,53,0,,0,"$1 to $2,499 or loss",
ACSSF,B20005D,95,54,0,,0,"$2,500 to $4,999",
ACSSF,B20005D,95,55,0,,0,"$5,000 to $7,499",
ACSSF,B20005D,95,56,0,,0,"$7,500 to $9,999",
ACSSF,B20005D,95,57,0,,0,"$10,000 to $12,499",
ACSSF,B20005D,95,58,0,,0,"$12,500 to $14,999",
ACSSF,B20005D,95,59,0,,0,"$15,000 to $17,499",
ACSSF,B20005D,95,60,0,,0,"$17,500 to $19,999",
ACSSF,B20005D,95,61,0,,0,"$20,000 to $22,499",
ACSSF,B20005D,95,62,0,,0,"$22,500 to $24,999",
ACSSF,B20005D,95,63,0,,0,"$25,000 to $29,999",
ACSSF,B20005D,95,64,0,,0,"$30,000 to $34,999",
ACSSF,B20005D,95,65,0,,0,"$35,000 to $39,999",
ACSSF,B20005D,95,66,0,,0,"$40,000 to $44,999",
ACSSF,B20005D,95,67,0,,0,"$45,000 to $49,999",
ACSSF,B20005D,95,68,0,,0,"$50,000 to $54,999",
ACSSF,B20005D,95,69,0,,0,"$55,000 to $64,999",
ACSSF,B20005D,95,70,0,,0,"$65,000 to $74,999",
ACSSF,B20005D,95,71,0,,0,"$75,000 to $99,999",
ACSSF,B20005D,95,72,0,,0,"$100,000 or more",
ACSSF,B20005D,95,73,0,,0,Other:,
ACSSF,B20005D,95,74,0,,0,No earnings,
ACSSF,B20005D,95,75,0,,0,With earnings:,
ACSSF,B20005D,95,76,0,,0,"$1 to $2,499 or loss",
ACSSF,B20005D,95,77,0,,0,"$2,500 to $4,999",
ACSSF,B20005D,95,78,0,,0,"$5,000 to $7,499",
ACSSF,B20005D,95,79,0,,0,"$7,500 to $9,999",
ACSSF,B20005D,95,80,0,,0,"$10,000 to $12,499",
ACSSF,B20005D,95,81,0,,0,"$12,500 to $14,999",
ACSSF,B20005D,95,82,0,,0,"$15,000 to $17,499",
ACSSF,B20005D,95,83,0,,0,"$17,500 to $19,999",
ACSSF,B20005D,95,84,0,,0,"$20,000 to $22,499",
ACSSF,B20005D,95,85,0,,0,"$22,500 to $24,999",
ACSSF,B20005D,95,86,0,,0,"$25,000 to $29,999",
ACSSF,B20005D,95,87,0,,0,"$30,000 to $34,999",
ACSSF,B20005D,95,88,0,,0,"$35,000 to $39,999",
ACSSF,B20005D,95,89,0,,0,"$40,000 to $44,999",
ACSSF,B20005D,95,90,0,,0,"$45,000 to $49,999",
ACSSF,B20005D,95,91,0,,0,"$50,000 to $54,999",
ACSSF,B20005D,95,92,0,,0,"$55,000 to $64,999",
ACSSF,B20005D,95,93,0,,0,"$65,000 to $74,999",
ACSSF,B20005D,95,94,0,,0,"$75,000 to $99,999",
ACSSF,B20005D,95,95,0,,0,"$100,000 or more",
ACSSF,B20005E,95,0,102,95 CELLS,0,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALO,Earnings
ACSSF,B20005E,95,0,0,,0,Universe:  Native Hawaiian and Other Pacific Islander alone population 16 years and over,
ACSSF,B20005E,95,1,0,,0,Total:,
ACSSF,B20005E,95,2,0,,0,Male:,
ACSSF,B20005E,95,3,0,,0,"Worked full-time, year-round in the past 12 months:",
ACSSF,B20005E,95,4,0,,0,No earnings,
ACSSF,B20005E,95,5,0,,0,With earnings:,
ACSSF,B20005E,95,6,0,,0,"$1 to $2,499 or loss",
ACSSF,B20005E,95,7,0,,0,"$2,500 to $4,999",
ACSSF,B20005E,95,8,0,,0,"$5,000 to $7,499",
ACSSF,B20005E,95,9,0,,0,"$7,500 to $9,999",
ACSSF,B20005E,95,10,0,,0,"$10,000 to $12,499",
ACSSF,B20005E,95,11,0,,0,"$12,500 to $14,999",
ACSSF,B20005E,95,12,0,,0,"$15,000 to $17,499",
ACSSF,B20005E,95,13,0,,0,"$17,500 to $19,999",
ACSSF,B20005E,95,14,0,,0,"$20,000 to $22,499",
ACSSF,B20005E,95,15,0,,0,"$22,500 to $24,999",
ACSSF,B20005E,95,16,0,,0,"$25,000 to $29,999",
ACSSF,B20005E,95,17,0,,0,"$30,000 to $34,999",
ACSSF,B20005E,95,18,0,,0,"$35,000 to $39,999",
ACSSF,B20005E,95,19,0,,0,"$40,000 to $44,999",
ACSSF,B20005E,95,20,0,,0,"$45,000 to $49,999",
ACSSF,B20005E,95,21,0,,0,"$50,000 to $54,999",
ACSSF,B20005E,95,22,0,,0,"$55,000 to $64,999",
ACSSF,B20005E,95,23,0,,0,"$65,000 to $74,999",
ACSSF,B20005E,95,24,0,,0,"$75,000 to $99,999",
ACSSF,B20005E,95,25,0,,0,"$100,000 or more",
ACSSF,B20005E,95,26,0,,0,Other:,
ACSSF,B20005E,95,27,0,,0,No earnings,
ACSSF,B20005E,95,28,0,,0,With earnings:,
ACSSF,B20005E,95,29,0,,0,"$1 to $2,499 or loss",
ACSSF,B20005E,95,30,0,,0,"$2,500 to $4,999",
ACSSF,B20005E,95,31,0,,0,"$5,000 to $7,499",
ACSSF,B20005E,95,32,0,,0,"$7,500 to $9,999",
ACSSF,B20005E,95,33,0,,0,"$10,000 to $12,499",
ACSSF,B20005E,95,34,0,,0,"$12,500 to $14,999",
ACSSF,B20005E,95,35,0,,0,"$15,000 to $17,499",
ACSSF,B20005E,95,36,0,,0,"$17,500 to $19,999",
ACSSF,B20005E,95,37,0,,0,"$20,000 to $22,499",
ACSSF,B20005E,95,38,0,,0,"$22,500 to $24,999",
ACSSF,B20005E,95,39,0,,0,"$25,000 to $29,999",
ACSSF,B20005E,95,40,0,,0,"$30,000 to $34,999",
ACSSF,B20005E,95,41,0,,0,"$35,000 to $39,999",
ACSSF,B20005E,95,42,0,,0,"$40,000 to $44,999",
ACSSF,B20005E,95,43,0,,0,"$45,000 to $49,999",
ACSSF,B20005E,95,44,0,,0,"$50,000 to $54,999",
ACSSF,B20005E,95,45,0,,0,"$55,000 to $64,999",
ACSSF,B20005E,95,46,0,,0,"$65,000 to $74,999",
ACSSF,B20005E,95,47,0,,0,"$75,000 to $99,999",
ACSSF,B20005E,95,48,0,,0,"$100,000 or more",
ACSSF,B20005E,95,49,0,,0,Female:,
ACSSF,B20005E,95,50,0,,0,"Worked full-time, year-round in the past 12 months:",
ACSSF,B20005E,95,51,0,,0,No earnings,
ACSSF,B20005E,95,52,0,,0,With earnings:,
ACSSF,B20005E,95,53,0,,0,"$1 to $2,499 or loss",
ACSSF,B20005E,95,54,0,,0,"$2,500 to $4,999",
ACSSF,B20005E,95,55,0,,0,"$5,000 to $7,499",
ACSSF,B20005E,95,56,0,,0,"$7,500 to $9,999",
ACSSF,B20005E,95,57,0,,0,"$10,000 to $12,499",
ACSSF,B20005E,95,58,0,,0,"$12,500 to $14,999",
ACSSF,B20005E,95,59,0,,0,"$15,000 to $17,499",
ACSSF,B20005E,95,60,0,,0,"$17,500 to $19,999",
ACSSF,B20005E,95,61,0,,0,"$20,000 to $22,499",
ACSSF,B20005E,95,62,0,,0,"$22,500 to $24,999",
ACSSF,B20005E,95,63,0,,0,"$25,000 to $29,999",
ACSSF,B20005E,95,64,0,,0,"$30,000 to $34,999",
ACSSF,B20005E,95,65,0,,0,"$35,000 to $39,999",
ACSSF,B20005E,95,66,0,,0,"$40,000 to $44,999",
ACSSF,B20005E,95,67,0,,0,"$45,000 to $49,999",
ACSSF,B20005E,95,68,0,,0,"$50,000 to $54,999",
ACSSF,B20005E,95,69,0,,0,"$55,000 to $64,999",
ACSSF,B20005E,95,70,0,,0,"$65,000 to $74,999",
ACSSF,B20005E,95,71,0,,0,"$75,000 to $99,999",
ACSSF,B20005E,95,72,0,,0,"$100,000 or more",
ACSSF,B20005E,95,73,0,,0,Other:,
ACSSF,B20005E,95,74,0,,0,No earnings,
ACSSF,B20005E,95,75,0,,0,With earnings:,
ACSSF,B20005E,95,76,0,,0,"$1 to $2,499 or loss",
ACSSF,B20005E,95,77,0,,0,"$2,500 to $4,999",
ACSSF,B20005E,95,78,0,,0,"$5,000 to $7,499",
ACSSF,B20005E,95,79,0,,0,"$7,500 to $9,999",
ACSSF,B20005E,95,80,0,,0,"$10,000 to $12,499",
ACSSF,B20005E,95,81,0,,0,"$12,500 to $14,999",
ACSSF,B20005E,95,82,0,,0,"$15,000 to $17,499",
ACSSF,B20005E,95,83,0,,0,"$17,500 to $19,999",
ACSSF,B20005E,95,84,0,,0,"$20,000 to $22,499",
ACSSF,B20005E,95,85,0,,0,"$22,500 to $24,999",
ACSSF,B20005E,95,86,0,,0,"$25,000 to $29,999",
ACSSF,B20005E,95,87,0,,0,"$30,000 to $34,999",
ACSSF,B20005E,95,88,0,,0,"$35,000 to $39,999",
ACSSF,B20005E,95,89,0,,0,"$40,000 to $44,999",
ACSSF,B20005E,95,90,0,,0,"$45,000 to $49,999",
ACSSF,B20005E,95,91,0,,0,"$50,000 to $54,999",
ACSSF,B20005E,95,92,0,,0,"$55,000 to $64,999",
ACSSF,B20005E,95,93,0,,0,"$65,000 to $74,999",
ACSSF,B20005E,95,94,0,,0,"$75,000 to $99,999",
ACSSF,B20005E,95,95,0,,0,"$100,000 or more",
ACSSF,C20005D,95,0,197,39 CELLS,229,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (ASIAN ALONE),Earnings
ACSSF,C20005D,95,0,0,,0,Universe:  Asian alone population 16 years and over,
ACSSF,C20005D,95,1,0,,0,Total:,
ACSSF,C20005D,95,2,0,,0,Male:,
ACSSF,C20005D,95,3,0,,0,"Worked full-time, year-round in the past 12 months:",
ACSSF,C20005D,95,4,0,,0,No earnings,
ACSSF,C20005D,95,5,0,,0,With earnings:,
ACSSF,C20005D,95,6,0,,0,"$1 to $9,999 or loss",
ACSSF,C20005D,95,7,0,,0,"$10,000 to $19,999",
ACSSF,C20005D,95,8,0,,0,"$20,000 to $29,999",
ACSSF,C20005D,95,9,0,,0,"$30,000 to $49,999",
ACSSF,C20005D,95,10,0,,0,"$50,000 to $74,999",
ACSSF,C20005D,95,11,0,,0,"$75,000 or more",
ACSSF,C20005D,95,12,0,,0,Other:,
ACSSF,C20005D,95,13,0,,0,No earnings,
ACSSF,C20005D,95,14,0,,0,With earnings:,
ACSSF,C20005D,95,15,0,,0,"$1 to $9,999 or loss",
ACSSF,C20005D,95,16,0,,0,"$10,000 to $19,999",
ACSSF,C20005D,95,17,0,,0,"$20,000 to $29,999",
ACSSF,C20005D,95,18,0,,0,"$30,000 to $49,999",
ACSSF,C20005D,95,19,0,,0,"$50,000 to $74,999",
ACSSF,C20005D,95,20,0,,0,"$75,000 or more",
ACSSF,C20005D,95,21,0,,0,Female:,
ACSSF,C20005D,95,22,0,,0,"Worked full-time, year-round in the past 12 months:",
ACSSF,C20005D,95,23,0,,0,No earnings,
ACSSF,C20005D,95,24,0,,0,With earnings:,
ACSSF,C20005D,95,25,0,,0,"$1 to $9,999 or loss",
ACSSF,C20005D,95,26,0,,0,"$10,000 to $19,999",
ACSSF,C20005D,95,27,0,,0,"$20,000 to $29,999",
ACSSF,C20005D,95,28,0,,0,"$30,000 to $49,999",
ACSSF,C20005D,95,29,0,,0,"$50,000 to $74,999",
ACSSF,C20005D,95,30,0,,0,"$75,000 or more",
ACSSF,C20005D,95,31,0,,0,Other:,
ACSSF,C20005D,95,32,0,,0,No earnings,
ACSSF,C20005D,95,33,0,,0,With earnings:,
ACSSF,C20005D,95,34,0,,0,"$1 to $9,999 or loss",
ACSSF,C20005D,95,35,0,,0,"$10,000 to $19,999",
ACSSF,C20005D,95,36,0,,0,"$20,000 to $29,999",
ACSSF,C20005D,95,37,0,,0,"$30,000 to $49,999",
ACSSF,C20005D,95,38,0,,0,"$50,000 to $74,999",
ACSSF,C20005D,95,39,0,,0,"$75,000 or more",
ACSSF,B20005F,96,0,7,95 CELLS,0,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE),Earnings
ACSSF,B20005F,96,0,0,,0,Universe:  Some other race alone population 16 years and over,
ACSSF,B20005F,96,1,0,,0,Total:,
ACSSF,B20005F,96,2,0,,0,Male:,
ACSSF,B20005F,96,3,0,,0,"Worked full-time, year-round in the past 12 months:",
ACSSF,B20005F,96,4,0,,0,No earnings,
ACSSF,B20005F,96,5,0,,0,With earnings:,
ACSSF,B20005F,96,6,0,,0,"$1 to $2,499 or loss",
ACSSF,B20005F,96,7,0,,0,"$2,500 to $4,999",
ACSSF,B20005F,96,8,0,,0,"$5,000 to $7,499",
ACSSF,B20005F,96,9,0,,0,"$7,500 to $9,999",
ACSSF,B20005F,96,10,0,,0,"$10,000 to $12,499",
ACSSF,B20005F,96,11,0,,0,"$12,500 to $14,999",
ACSSF,B20005F,96,12,0,,0,"$15,000 to $17,499",
ACSSF,B20005F,96,13,0,,0,"$17,500 to $19,999",
ACSSF,B20005F,96,14,0,,0,"$20,000 to $22,499",
ACSSF,B20005F,96,15,0,,0,"$22,500 to $24,999",
ACSSF,B20005F,96,16,0,,0,"$25,000 to $29,999",
ACSSF,B20005F,96,17,0,,0,"$30,000 to $34,999",
ACSSF,B20005F,96,18,0,,0,"$35,000 to $39,999",
ACSSF,B20005F,96,19,0,,0,"$40,000 to $44,999",
ACSSF,B20005F,96,20,0,,0,"$45,000 to $49,999",
ACSSF,B20005F,96,21,0,,0,"$50,000 to $54,999",
ACSSF,B20005F,96,22,0,,0,"$55,000 to $64,999",
ACSSF,B20005F,96,23,0,,0,"$65,000 to $74,999",
ACSSF,B20005F,96,24,0,,0,"$75,000 to $99,999",
ACSSF,B20005F,96,25,0,,0,"$100,000 or more",
ACSSF,B20005F,96,26,0,,0,Other:,
ACSSF,B20005F,96,27,0,,0,No earnings,
ACSSF,B20005F,96,28,0,,0,With earnings:,
ACSSF,B20005F,96,29,0,,0,"$1 to $2,499 or loss",
ACSSF,B20005F,96,30,0,,0,"$2,500 to $4,999",
ACSSF,B20005F,96,31,0,,0,"$5,000 to $7,499",
ACSSF,B20005F,96,32,0,,0,"$7,500 to $9,999",
ACSSF,B20005F,96,33,0,,0,"$10,000 to $12,499",
ACSSF,B20005F,96,34,0,,0,"$12,500 to $14,999",
ACSSF,B20005F,96,35,0,,0,"$15,000 to $17,499",
ACSSF,B20005F,96,36,0,,0,"$17,500 to $19,999",
ACSSF,B20005F,96,37,0,,0,"$20,000 to $22,499",
